seqname,source,feature,orf_start,orf_end,score,strand,frame,attributes,operonmapper_id,product,orf_left,orf_right,orf_length,operon_id,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
NZ_LN908249.1,Protein Homology,CDS,1436342,1436545,.,+,0,ID=cds-WP_039768150.1;product='hypothetical protein',cds-WP_039768150.1,'hypothetical protein',1436342,1436545,204,717,5,3,internal,cds-WP_014991324.1,cds-WP_014991326.1,cds-WP_052250595.1,cds-WP_039768152.1,1435353,1438911,cds-WP_052250595.1;cds-WP_014991324.1;cds-WP_039768150.1;cds-WP_014991326.1;cds-WP_039768152.1
NZ_LN908249.1,Protein Homology,CDS,1436538,1436762,.,+,0,ID=cds-WP_014991326.1;product='hypothetical protein',cds-WP_014991326.1,'hypothetical protein',1436538,1436762,225,717,5,4,internal,cds-WP_039768150.1,cds-WP_039768152.1,cds-WP_052250595.1,cds-WP_039768152.1,1435353,1438911,cds-WP_052250595.1;cds-WP_014991324.1;cds-WP_039768150.1;cds-WP_014991326.1;cds-WP_039768152.1
NZ_LN908249.1,Protein Homology,CDS,1436740,1438911,.,+,0,ID=cds-WP_039768152.1;product='hypothetical protein',cds-WP_039768152.1,'hypothetical protein',1436740,1438911,2172,717,5,5,last,cds-WP_014991326.1,,cds-WP_052250595.1,cds-WP_039768152.1,1435353,1438911,cds-WP_052250595.1;cds-WP_014991324.1;cds-WP_039768150.1;cds-WP_014991326.1;cds-WP_039768152.1
NZ_LN908249.1,Protein Homology,CDS,1440179,1440430,.,+,0,ID=yefM;product=Antitoxin_YefM,yefM,Antitoxin YefM,1440179,1440430,252,718,2,1,first,,cds-WP_005605064.1,yefM,cds-WP_005605064.1,1440179,1440687,yefM;cds-WP_005605064.1
NZ_LN908249.1,Protein Homology,CDS,1440427,1440687,.,+,0,ID=cds-WP_005605064.1;product=Toxin_YoeB,cds-WP_005605064.1,Toxin YoeB,1440427,1440687,261,718,2,2,last,yefM,,yefM,cds-WP_005605064.1,1440179,1440687,yefM;cds-WP_005605064.1
NZ_LN908249.1,Protein Homology,CDS,1440846,1441013,.,-,0,ID=cds-WP_005598320.1;product=UPF0434_protein_Nham_0083,cds-WP_005598320.1,UPF0434 protein Nham 0083,1440846,1441013,168,719,2,2,last,lpxK,,lpxK,cds-WP_005598320.1,1440846,1441995,lpxK;cds-WP_005598320.1
NZ_LN908249.1,Protein Homology,CDS,1441015,1441995,.,-,0,ID=lpxK;product=Tetraacyldisaccharide_4'-kinase,lpxK,Tetraacyldisaccharide 4'-kinase,1441015,1441995,981,719,2,1,first,,cds-WP_005598320.1,lpxK,cds-WP_005598320.1,1440846,1441995,lpxK;cds-WP_005598320.1
NZ_LN908249.1,Protein Homology,CDS,1442089,1443347,.,-,0,ID=clpX;product=ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,1442089,1443347,1259,720,2,2,last,clpP,,clpP,clpX,1442089,1443937,clpP;clpX
NZ_LN908249.1,Protein Homology,CDS,1443347,1443937,.,-,0,ID=clpP;product=ATP-dependent_Clp_protease_proteolytic_subunit,clpP,ATP-dependent Clp protease proteolytic subunit,1443347,1443937,591,720,2,1,first,,clpX,clpP,clpX,1442089,1443937,clpP;clpX
NZ_LN908249.1,Protein Homology,CDS,1444059,1444451,.,+,0,ID=cds-WP_005620423.1;product='hypothetical protein',cds-WP_005620423.1,'hypothetical protein',1444059,1444451,393,721,1,1,single,,,cds-WP_005620423.1,cds-WP_005620423.1,1444059,1444451,cds-WP_005620423.1
NZ_LN908249.1,tRNAscan-SE,tRNA,1444513,1444589,.,-,.,ID=rna-MIDG2331_RS06575;product='tRNA',rna-MIDG2331_RS06575,'tRNA',1444513,1444589,77,722,2,2,last,rna-MIDG2331_RS06580,,rna-MIDG2331_RS06580,rna-MIDG2331_RS06575,1444513,1444707,rna-MIDG2331_RS06580;rna-MIDG2331_RS06575
NZ_LN908249.1,tRNAscan-SE,tRNA,1444631,1444707,.,-,.,ID=rna-MIDG2331_RS06580;product='tRNA',rna-MIDG2331_RS06580,'tRNA',1444631,1444707,77,722,2,1,first,,rna-MIDG2331_RS06575,rna-MIDG2331_RS06580,rna-MIDG2331_RS06575,1444513,1444707,rna-MIDG2331_RS06580;rna-MIDG2331_RS06575
NZ_LN908249.1,Protein Homology,CDS,1444822,1445583,.,-,0,ID=dnaQ;product=DNA_polymerase_III_subunit_epsilon,dnaQ,DNA polymerase III subunit epsilon,1444822,1445583,762,723,2,2,last,ettA,,ettA,dnaQ,1444822,1447340,ettA;dnaQ
NZ_LN908249.1,Protein Homology,CDS,1445670,1447340,.,-,0,ID=ettA;product=Energy-dependent_translational_throttle_protein_EttA,ettA,Energy-dependent translational throttle protein EttA,1445670,1447340,1671,723,2,1,first,,dnaQ,ettA,dnaQ,1444822,1447340,ettA;dnaQ
NZ_LN908249.1,Protein Homology,CDS,1447505,1447843,.,+,0,ID=cds-WP_005608512.1;product=Uncharacterized_protein_HI_1053,cds-WP_005608512.1,Uncharacterized protein HI 1053,1447505,1447843,339,724,2,1,first,,cds-WP_005598332.1,cds-WP_005608512.1,cds-WP_005598332.1,1447505,1448204,cds-WP_005608512.1;cds-WP_005598332.1
NZ_LN908249.1,Protein Homology,CDS,1447836,1448204,.,+,0,ID=cds-WP_005598332.1;product=Putative_thiosulfate_sulfurtransferase_mitochondrial,cds-WP_005598332.1,Putative thiosulfate sulfurtransferase mitochondrial,1447836,1448204,369,724,2,2,last,cds-WP_005608512.1,,cds-WP_005608512.1,cds-WP_005598332.1,1447505,1448204,cds-WP_005608512.1;cds-WP_005598332.1
NZ_LN908249.1,Protein Homology,CDS,1448313,1448633,.,+,0,ID=cds-WP_005615696.1;product='hypothetical protein',cds-WP_005615696.1,'hypothetical protein',1448313,1448633,321,725,1,1,single,,,cds-WP_005615696.1,cds-WP_005615696.1,1448313,1448633,cds-WP_005615696.1
NZ_LN908249.1,Protein Homology,CDS,1448691,1449965,.,-,0,ID=murA;product=UDP-N-acetylglucosamine_1-carboxyvinyltransferase,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1448691,1449965,1275,726,7,7,last,cds-WP_005598336.1,,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1450097,1450357,.,-,0,ID=cds-WP_005598336.1;product=Uncharacterized_protein_HI_1082,cds-WP_005598336.1,Uncharacterized protein HI 1082,1450097,1450357,261,726,7,6,internal,cds-WP_005601837.1,murA,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1450370,1450723,.,-,0,ID=cds-WP_005601837.1;product=Probable_phospholipid_ABC_transporter-binding_protein_MlaB,cds-WP_005601837.1,Probable phospholipid ABC transporter-binding protein MlaB,1450370,1450723,354,726,7,5,internal,mlaC,cds-WP_005598336.1,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1450733,1451371,.,-,0,ID=mlaC;product=Probable_phospholipid-binding_protein_MlaC,mlaC,Probable phospholipid-binding protein MlaC,1450733,1451371,639,726,7,4,internal,mlaD,cds-WP_005601837.1,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1451449,1451976,.,-,0,ID=mlaD;product=Probable_phospholipid_ABC_transporter-binding_protein_MlaD,mlaD,Probable phospholipid ABC transporter-binding protein MlaD,1451449,1451976,528,726,7,3,internal,mlaE,mlaC,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1451995,1452825,.,-,0,ID=mlaE;product=Probable_phospholipid_ABC_transporter_permease_protein_MlaE,mlaE,Probable phospholipid ABC transporter permease protein MlaE,1451995,1452825,831,726,7,2,internal,mlaF,mlaD,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1452764,1453567,.,-,0,ID=mlaF;product=Probable_phospholipid_import_ATP-binding_protein_MlaF,mlaF,Probable phospholipid import ATP-binding protein MlaF,1452764,1453567,804,726,7,1,first,,mlaE,mlaF,murA,1448691,1453567,mlaF;mlaE;mlaD;mlaC;cds-WP_005601837.1;cds-WP_005598336.1;murA
NZ_LN908249.1,Protein Homology,CDS,1453828,1455219,.,+,0,ID=cds-WP_005598348.1;product=Probable_periplasmic_serine_protease_do/HhoA-like,cds-WP_005598348.1,Probable periplasmic serine protease do/HhoA-like,1453828,1455219,1392,727,1,1,single,,,cds-WP_005598348.1,cds-WP_005598348.1,1453828,1455219,cds-WP_005598348.1
NZ_LN908249.1,Protein Homology,CDS,1455259,1456146,.,-,0,ID=cds-WP_005598349.1;product=Epimerase_family_protein_HI_1208,cds-WP_005598349.1,Epimerase family protein HI 1208,1455259,1456146,888,728,2,2,last,argR,,argR,cds-WP_005598349.1,1455259,1456607,argR;cds-WP_005598349.1
NZ_LN908249.1,Protein Homology,CDS,1456146,1456607,.,-,0,ID=argR;product=Arginine_repressor,argR,Arginine repressor,1456146,1456607,462,728,2,1,first,,cds-WP_005598349.1,argR,cds-WP_005598349.1,1455259,1456607,argR;cds-WP_005598349.1
NZ_LN908249.1,Protein Homology,CDS,1456801,1457754,.,+,0,ID=mdh;product=Malate_dehydrogenase,mdh,Malate dehydrogenase,1456801,1457754,954,729,1,1,single,,,mdh,mdh,1456801,1457754,mdh
NZ_LN908249.1,Protein Homology,CDS,1457844,1458113,.,+,0,ID=cds-WP_005598355.1;product='hypothetical protein',cds-WP_005598355.1,'hypothetical protein',1457844,1458113,270,730,1,1,single,,,cds-WP_005598355.1,cds-WP_005598355.1,1457844,1458113,cds-WP_005598355.1
NZ_LN908249.1,Protein Homology,CDS,1458181,1458825,.,-,0,ID=adk;product=Adenylate_kinase,adk,Adenylate kinase,1458181,1458825,645,731,1,1,single,,,adk,adk,1458181,1458825,adk
NZ_LN908249.1,Protein Homology,CDS,1458977,1461100,.,-,0,ID=cds-WP_005620410.1;product=Hemin_receptor,cds-WP_005620410.1,Hemin receptor,1458977,1461100,2124,732,1,1,single,,,cds-WP_005620410.1,cds-WP_005620410.1,1458977,1461100,cds-WP_005620410.1
NZ_LN908249.1,Protein Homology,CDS,1461277,1462557,.,-,0,ID=cds-WP_005618833.1;product=Uncharacterized_protein_HI_0350,cds-WP_005618833.1,Uncharacterized protein HI 0350,1461277,1462557,1281,733,1,1,single,,,cds-WP_005618833.1,cds-WP_005618833.1,1461277,1462557,cds-WP_005618833.1
NZ_LN908249.1,Protein Homology,CDS,1462696,1463712,.,-,0,ID=galE;product=UDP-glucose_4-epimerase,galE,UDP-glucose 4-epimerase,1462696,1463712,1017,734,3,3,last,ligA,,zipA,galE,1462696,1466898,zipA;ligA;galE
NZ_LN908249.1,Protein Homology,CDS,1463776,1465824,.,-,0,ID=ligA;product=DNA_ligase,ligA,DNA ligase,1463776,1465824,2049,734,3,2,internal,zipA,galE,zipA,galE,1462696,1466898,zipA;ligA;galE
NZ_LN908249.1,Protein Homology,CDS,1465888,1466898,.,-,0,ID=zipA;product=Cell_division_protein_ZipA,zipA,Cell division protein ZipA,1465888,1466898,1011,734,3,1,first,,ligA,zipA,galE,1462696,1466898,zipA;ligA;galE
NZ_LN908249.1,Protein Homology,CDS,1467018,1467899,.,+,0,ID=cysZ;product=Sulfate_transporter_CysZ,cysZ,Sulfate transporter CysZ,1467018,1467899,882,735,1,1,single,,,cysZ,cysZ,1467018,1467899,cysZ
NZ_LN908249.1,Protein Homology,CDS,1467959,1468285,.,-,0,ID=cds-WP_039709252.1;product='hypothetical protein',cds-WP_039709252.1,'hypothetical protein',1467959,1468285,327,736,1,1,single,,,cds-WP_039709252.1,cds-WP_039709252.1,1467959,1468285,cds-WP_039709252.1
NZ_LN908249.1,Protein Homology,CDS,1468377,1469831,.,-,0,ID=gnd;product=6-phosphogluconate_dehydrogenase_decarboxylating,gnd,6-phosphogluconate dehydrogenase decarboxylating,1468377,1469831,1455,737,1,1,single,,,gnd,gnd,1468377,1469831,gnd
NZ_LN908249.1,GeneMarkS-2+,CDS,1470044,1470493,.,-,0,ID=cds-WP_231944204.1;product='hypothetical protein',cds-WP_231944204.1,'hypothetical protein',1470044,1470493,450,738,1,1,single,,,cds-WP_231944204.1,cds-WP_231944204.1,1470044,1470493,cds-WP_231944204.1
NZ_LN908249.1,Protein Homology,CDS,1470679,1471368,.,-,0,ID=cds-WP_005601870.1;product=Uncharacterized_protein_YgeA,cds-WP_005601870.1,Uncharacterized protein YgeA,1470679,1471368,690,739,1,1,single,,,cds-WP_005601870.1,cds-WP_005601870.1,1470679,1471368,cds-WP_005601870.1
NZ_LN908249.1,Protein Homology,CDS,1471471,1472790,.,-,0,ID=cds-WP_039709253.1;product=4-hydroxybenzoate_transporter_PcaK,cds-WP_039709253.1,4-hydroxybenzoate transporter PcaK,1471471,1472790,1320,740,1,1,single,,,cds-WP_039709253.1,cds-WP_039709253.1,1471471,1472790,cds-WP_039709253.1
NZ_LN908249.1,Protein Homology,CDS,1472923,1473621,.,-,0,ID=pgl;product=6-phosphogluconolactonase,pgl,6-phosphogluconolactonase,1472923,1473621,699,741,4,4,last,zwf,,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
NZ_LN908249.1,Protein Homology,CDS,1473708,1475195,.,-,0,ID=zwf;product=Glucose-6-phosphate_1-dehydrogenase,zwf,Glucose-6-phosphate 1-dehydrogenase,1473708,1475195,1488,741,4,3,internal,cysQ,pgl,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
NZ_LN908249.1,Protein Homology,CDS,1475267,1476082,.,-,0,ID=cysQ;product=3'(2')5'-bisphosphate_nucleotidase_CysQ,cysQ,3'(2')5'-bisphosphate nucleotidase CysQ,1475267,1476082,816,741,4,2,internal,nudE,zwf,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
NZ_LN908249.1,Protein Homology,CDS,1476095,1476652,.,-,0,ID=nudE;product=ADP_compounds_hydrolase_NudE,nudE,ADP compounds hydrolase NudE,1476095,1476652,558,741,4,1,first,,cysQ,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
NZ_LN908249.1,Protein Homology,CDS,1476795,1477199,.,+,0,ID=hslR;product=Heat_shock_protein_15_homolog,hslR,Heat shock protein 15 homolog,1476795,1477199,405,742,2,1,first,,hslO,hslR,hslO,1476795,1478220,hslR;hslO
NZ_LN908249.1,Protein Homology,CDS,1477330,1478220,.,+,0,ID=hslO;product=33_kDa_chaperonin,hslO,33 kDa chaperonin,1477330,1478220,891,742,2,2,last,hslR,,hslR,hslO,1476795,1478220,hslR;hslO
NZ_LN908249.1,Protein Homology,CDS,1478288,1479622,.,-,0,ID=cds-WP_005598398.1;product=Anaerobic_C4-dicarboxylate_transporter_DcuB,cds-WP_005598398.1,Anaerobic C4-dicarboxylate transporter DcuB,1478288,1479622,1335,743,1,1,single,,,cds-WP_005598398.1,cds-WP_005598398.1,1478288,1479622,cds-WP_005598398.1
NZ_LN908249.1,Protein Homology,CDS,1480475,1481479,.,+,0,ID=cds-WP_039709256.1;product=Ornithine_carbamoyltransferase,cds-WP_039709256.1,Ornithine carbamoyltransferase,1480475,1481479,1005,744,2,1,first,,arcC,cds-WP_039709256.1,arcC,1480475,1482448,cds-WP_039709256.1;arcC
NZ_LN908249.1,Protein Homology,CDS,1481501,1482448,.,+,0,ID=arcC;product=Carbamate_kinase,arcC,Carbamate kinase,1481501,1482448,948,744,2,2,last,cds-WP_039709256.1,,cds-WP_039709256.1,arcC,1480475,1482448,cds-WP_039709256.1;arcC
NZ_LN908249.1,Protein Homology,CDS,1482696,1484117,.,-,0,ID=cds-WP_039709257.1;product=PTS_system_sucrose-specific_EIIBC_component,cds-WP_039709257.1,PTS system sucrose-specific EIIBC component,1482696,1484117,1422,745,1,1,single,,,cds-WP_039709257.1,cds-WP_039709257.1,1482696,1484117,cds-WP_039709257.1
NZ_LN908249.1,Protein Homology,CDS,1484308,1484952,.,-,0,ID=thiQ;product=Thiamine_import_ATP-binding_protein_ThiQ,thiQ,Thiamine import ATP-binding protein ThiQ,1484308,1484952,645,746,2,2,last,thiP,,thiP,thiQ,1484308,1486574,thiP;thiQ
NZ_LN908249.1,Protein Homology,CDS,1484949,1486574,.,-,0,ID=thiP;product=Thiamine_transport_system_permease_protein_ThiP,thiP,Thiamine transport system permease protein ThiP,1484949,1486574,1626,746,2,1,first,,thiQ,thiP,thiQ,1484308,1486574,thiP;thiQ
NZ_LN908249.1,Protein Homology,CDS,1486811,1487068,.,+,0,ID=ptsH;product=Phosphocarrier_protein_HPr,ptsH,Phosphocarrier protein HPr,1486811,1487068,258,747,3,1,first,,ptsI,ptsH,crr,1486811,1489498,ptsH;ptsI;crr
NZ_LN908249.1,Protein Homology,CDS,1487192,1488913,.,+,0,ID=ptsI;product=Phosphoenolpyruvate-protein_phosphotransferase,ptsI,Phosphoenolpyruvate-protein phosphotransferase,1487192,1488913,1722,747,3,2,internal,ptsH,crr,ptsH,crr,1486811,1489498,ptsH;ptsI;crr
NZ_LN908249.1,Protein Homology,CDS,1488998,1489498,.,+,0,ID=crr;product=PTS_system_glucose-specific_EIIA_component,crr,PTS system glucose-specific EIIA component,1488998,1489498,501,747,3,3,last,ptsI,,ptsH,crr,1486811,1489498,ptsH;ptsI;crr
NZ_LN908249.1,Protein Homology,CDS,1489683,1491110,.,+,0,ID=miaB;product=tRNA-2-methylthio-N(6)-dimethylallyladenosine_synthase,miaB,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,1489683,1491110,1428,748,1,1,single,,,miaB,miaB,1489683,1491110,miaB
NZ_LN908249.1,Protein Homology,CDS,1491312,1493510,.,+,0,ID=uvrD;product=DNA_helicase_II,uvrD,DNA helicase II,1491312,1493510,2199,749,1,1,single,,,uvrD,uvrD,1491312,1493510,uvrD
NZ_LN908249.1,Protein Homology,CDS,1493714,1494523,.,+,0,ID=hypB;product=Hydrogenase_isoenzymes_nickel_incorporation_protein_HypB,hypB,Hydrogenase isoenzymes nickel incorporation protein HypB,1493714,1494523,810,750,3,1,first,,hypD,hypB,hypE,1493714,1496665,hypB;hypD;hypE
NZ_LN908249.1,Protein Homology,CDS,1494535,1495650,.,+,0,ID=hypD;product=Hydrogenase_isoenzymes_formation_protein_HypD,hypD,Hydrogenase isoenzymes formation protein HypD,1494535,1495650,1116,750,3,2,internal,hypB,hypE,hypB,hypE,1493714,1496665,hypB;hypD;hypE
NZ_LN908249.1,Protein Homology,CDS,1495652,1496665,.,+,0,ID=hypE;product=Hydrogenase_isoenzymes_formation_protein_HypE,hypE,Hydrogenase isoenzymes formation protein HypE,1495652,1496665,1014,750,3,3,last,hypD,,hypB,hypE,1493714,1496665,hypB;hypD;hypE
NZ_LN908249.1,Protein Homology,CDS,1497005,1498438,.,-,0,ID=cds-WP_039709261.1;product=RTX-III_toxin_determinant_D,cds-WP_039709261.1,RTX-III toxin determinant D,1497005,1498438,1434,751,4,4,last,cds-WP_005605166.1,,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
NZ_LN908249.1,Protein Homology,CDS,1498450,1500585,.,-,0,ID=cds-WP_005605166.1;product=Toxin_RTX-III_translocation_ATP-binding_protein,cds-WP_005605166.1,Toxin RTX-III translocation ATP-binding protein,1498450,1500585,2136,751,4,3,internal,cds-WP_005620396.1,cds-WP_039709261.1,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
NZ_LN908249.1,Protein Homology,CDS,1500642,1503800,.,-,0,ID=cds-WP_005620396.1;product=RTX-III_toxin_determinant_A_from_serotype_8,cds-WP_005620396.1,RTX-III toxin determinant A from serotype 8,1500642,1503800,3159,751,4,2,internal,apxIIIC,cds-WP_005605166.1,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
NZ_LN908249.1,Protein Homology,CDS,1503804,1504325,.,-,0,ID=apxIIIC;product=RTX-III_toxin-activating_lysine-acyltransferase_ApxIIC,apxIIIC,RTX-III toxin-activating lysine-acyltransferase ApxIIC,1503804,1504325,522,751,4,1,first,,cds-WP_005620396.1,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
NZ_LN908249.1,Protein Homology,CDS,1504767,1507070,.,-,0,ID=hypF;product=Carbamoyltransferase_HypF,hypF,Carbamoyltransferase HypF,1504767,1507070,2304,752,1,1,single,,,hypF,hypF,1504767,1507070,hypF
NZ_LN908249.1,Protein Homology,CDS,1507305,1508447,.,+,0,ID=hybO;product=Hydrogenase-2_small_chain,hybO,Hydrogenase-2 small chain,1507305,1508447,1143,753,7,1,first,,hybA,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1508440,1509477,.,+,0,ID=hybA;product=Hydrogenase-2_operon_protein_HybA,hybA,Hydrogenase-2 operon protein HybA,1508440,1509477,1038,753,7,2,internal,hybO,hybB,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1509470,1510651,.,+,0,ID=hybB;product=Probable_Ni/Fe-hydrogenase_2_b-type_cytochrome_subunit,hybB,Probable Ni/Fe-hydrogenase 2 b-type cytochrome subunit,1509470,1510651,1182,753,7,3,internal,hybA,hybC,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1510648,1512357,.,+,0,ID=hybC;product=Hydrogenase-2_large_chain,hybC,Hydrogenase-2 large chain,1510648,1512357,1710,753,7,4,internal,hybB,cds-WP_005598434.1,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1512357,1512854,.,+,0,ID=cds-WP_005598434.1;product=Hydrogenase_2_maturation_protease,cds-WP_005598434.1,Hydrogenase 2 maturation protease,1512357,1512854,498,753,7,5,internal,hybC,hybE,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1512847,1513350,.,+,0,ID=hybE;product=Hydrogenase-2_operon_protein_HybE,hybE,Hydrogenase-2 operon protein HybE,1512847,1513350,504,753,7,6,internal,cds-WP_005598434.1,hybG,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1513378,1513656,.,+,0,ID=hybG;product=Frd_operon_uncharacterized_protein_C,hybG,Frd operon uncharacterized protein C,1513378,1513656,279,753,7,7,last,hybE,,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
NZ_LN908249.1,Protein Homology,CDS,1513751,1514092,.,-,0,ID=hypA;product=Probable_hydrogenase_nickel_incorporation_protein_HybF,hypA,Probable hydrogenase nickel incorporation protein HybF,1513751,1514092,342,754,1,1,single,,,hypA,hypA,1513751,1514092,hypA
NZ_LN908249.1,tRNAscan-SE,tRNA,1514214,1514289,.,-,.,ID=rna-MIDG2331_RS06900;product='tRNA',rna-MIDG2331_RS06900,'tRNA',1514214,1514289,76,755,1,1,single,,,rna-MIDG2331_RS06900,rna-MIDG2331_RS06900,1514214,1514289,rna-MIDG2331_RS06900
NZ_LN908249.1,Protein Homology,CDS,1514592,1515434,.,-,0,ID=cds-WP_081043523.1;product=Putative_tyrosine_recombinase_XerC,cds-WP_081043523.1,Putative tyrosine recombinase XerC,1514592,1515434,843,756,2,2,last,mobH,,mobH,cds-WP_081043523.1,1514592,1517382,mobH;cds-WP_081043523.1
NZ_LN908249.1,Protein Homology,CDS,1515496,1517382,.,-,0,ID=mobH;product='hypothetical protein',mobH,'hypothetical protein',1515496,1517382,1887,756,2,1,first,,cds-WP_081043523.1,mobH,cds-WP_081043523.1,1514592,1517382,mobH;cds-WP_081043523.1
NZ_LN908249.1,Protein Homology,CDS,1517620,1518324,.,+,0,ID=cds-WP_058230491.1;product='hypothetical protein',cds-WP_058230491.1,'hypothetical protein',1517620,1518324,705,757,1,1,single,,,cds-WP_058230491.1,cds-WP_058230491.1,1517620,1518324,cds-WP_058230491.1
NZ_LN908249.1,Protein Homology,CDS,1518640,1519320,.,-,0,ID=cds-WP_231944205.1;product='hypothetical protein',cds-WP_231944205.1,'hypothetical protein',1518640,1519320,681,758,1,1,single,,,cds-WP_231944205.1,cds-WP_231944205.1,1518640,1519320,cds-WP_231944205.1
NZ_LN908249.1,Protein Homology,CDS,1519627,1519914,.,-,0,ID=cds-WP_058230493.1;product='hypothetical protein',cds-WP_058230493.1,'hypothetical protein',1519627,1519914,288,759,1,1,single,,,cds-WP_058230493.1,cds-WP_058230493.1,1519627,1519914,cds-WP_058230493.1
NZ_LN908249.1,GeneMarkS-2+,CDS,1520161,1520352,.,+,0,ID=cds-WP_005653495.1;product='hypothetical protein',cds-WP_005653495.1,'hypothetical protein',1520161,1520352,192,760,2,1,first,,cds-WP_020910025.1,cds-WP_005653495.1,cds-WP_020910025.1,1520161,1520957,cds-WP_005653495.1;cds-WP_020910025.1
NZ_LN908249.1,Protein Homology,CDS,1520367,1520957,.,+,0,ID=cds-WP_020910025.1;product=Transposon_Tn552_DNA-invertase_BinR,cds-WP_020910025.1,Transposon Tn552 DNA-invertase BinR,1520367,1520957,591,760,2,2,last,cds-WP_005653495.1,,cds-WP_005653495.1,cds-WP_020910025.1,1520161,1520957,cds-WP_005653495.1;cds-WP_020910025.1
NZ_LN908249.1,GeneMarkS-2+,CDS,1521040,1521483,.,+,0,ID=cds-WP_020910026.1;product='hypothetical protein',cds-WP_020910026.1,'hypothetical protein',1521040,1521483,444,761,1,1,single,,,cds-WP_020910026.1,cds-WP_020910026.1,1521040,1521483,cds-WP_020910026.1
NZ_LN908249.1,Protein Homology,CDS,1521560,1522321,.,-,0,ID=cds-WP_020910027.1;product='hypothetical protein',cds-WP_020910027.1,'hypothetical protein',1521560,1522321,762,762,1,1,single,,,cds-WP_020910027.1,cds-WP_020910027.1,1521560,1522321,cds-WP_020910027.1
NZ_LN908249.1,Protein Homology,CDS,1522425,1523378,.,-,0,ID=cds-WP_020910028.1;product=DNA_primase_TraC,cds-WP_020910028.1,DNA primase TraC,1522425,1523378,954,763,1,1,single,,,cds-WP_020910028.1,cds-WP_020910028.1,1522425,1523378,cds-WP_020910028.1
NZ_LN908249.1,Protein Homology,CDS,1523509,1523667,.,-,0,ID=cds-WP_005667862.1;product='hypothetical protein',cds-WP_005667862.1,'hypothetical protein',1523509,1523667,159,764,3,3,last,cds-WP_005687602.1,,cds-WP_005653503.1,cds-WP_005667862.1,1523509,1524155,cds-WP_005653503.1;cds-WP_005687602.1;cds-WP_005667862.1
