operon_id,operonmapper_id,feature_type,COG,pos_left,pos_right,strand,function_text,operon_member_left,operon_member_right,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
741,nudE,CDS,COG0494,1476095,1476652,-,[LR] NTP pyrophosphohydrolases including oxidative damage repair,1476095,1476652,4,1,first,,cysQ,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
741,cysQ,CDS,COG1218,1475267,1476082,-,[P] 3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase  ,1475267,1476082,4,2,internal,nudE,zwf,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
741,zwf,CDS,COG0364,1473708,1475195,-,[G] Glucose-6-phosphate 1-dehydrogenase    ,1473708,1475195,4,3,internal,cysQ,pgl,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
741,pgl,CDS,COG0363,1472923,1473621,-,[G] 6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase    ,1472923,1473621,4,4,last,zwf,,nudE,pgl,1472923,1476652,nudE;cysQ;zwf;pgl
742,hslR,CDS,COG1188,1476795,1477199,+,[J] Ribosome-associated heat shock protein implicated in,1476795,1477199,2,1,first,,hslO,hslR,hslO,1476795,1478220,hslR;hslO
742,hslO,CDS,COG1281,1477330,1478220,+,[O] Disulfide bond chaperones of the HSP33,1477330,1478220,2,2,last,hslR,,hslR,hslO,1476795,1478220,hslR;hslO
743,cds-WP_005598398.1,CDS,COG2704,1478288,1479622,-,[R] Anaerobic C4-dicarboxylate transporter   ,1478288,1479622,1,1,single,,,cds-WP_005598398.1,cds-WP_005598398.1,1478288,1479622,cds-WP_005598398.1
744,cds-WP_039709256.1,CDS,COG0078,1480475,1481479,+,[E] Ornithine carbamoyltransferase    ,1480475,1481479,2,1,first,,arcC,cds-WP_039709256.1,arcC,1480475,1482448,cds-WP_039709256.1;arcC
744,arcC,CDS,COG0549,1481501,1482448,+,[E] Carbamate kinase    ,1481501,1482448,2,2,last,cds-WP_039709256.1,,cds-WP_039709256.1,arcC,1480475,1482448,cds-WP_039709256.1;arcC
745,cds-WP_039709257.1,CDS,COG1263,1482696,1484117,-,"[G] Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific ",1482696,1484117,1,1,single,,,cds-WP_039709257.1,cds-WP_039709257.1,1482696,1484117,cds-WP_039709257.1
746,thiP,CDS,COG1178,1484949,1486574,-,"[P] ABC-type Fe3+ transport system, permease component",1484949,1486574,2,1,first,,thiQ,thiP,thiQ,1484308,1486574,thiP;thiQ
746,thiQ,CDS,COG3840,1484308,1484952,-,"[H] ABC-type thiamine transport system, ATPase component",1484308,1484952,2,2,last,thiP,,thiP,thiQ,1484308,1486574,thiP;thiQ
747,ptsH,CDS,COG1925,1486811,1487068,+,"[G] Phosphotransferase system, HPr-related proteins  ",1486811,1487068,3,1,first,,ptsI,ptsH,crr,1486811,1489498,ptsH;ptsI;crr
747,ptsI,CDS,COG1080,1487192,1488913,+,[G] Phosphoenolpyruvate-protein kinase (PTS system EI component,1487192,1488913,3,2,internal,ptsH,crr,ptsH,crr,1486811,1489498,ptsH;ptsI;crr
747,crr,CDS,COG2190,1488998,1489498,+,[G] Phosphotransferase system IIA components  ,1488998,1489498,3,3,last,ptsI,,ptsH,crr,1486811,1489498,ptsH;ptsI;crr
748,miaB,CDS,COG0621,1489683,1491110,+,[J] 2-methylthioadenine synthetase    ,1489683,1491110,1,1,single,,,miaB,miaB,1489683,1491110,miaB
749,uvrD,CDS,COG0210,1491312,1493510,+,[L] Superfamily I DNA and RNA helicases,1491312,1493510,1,1,single,,,uvrD,uvrD,1491312,1493510,uvrD
750,hypB,CDS,COG0378,1493714,1494523,+,[OK] Ni2+-binding GTPase involved in regulation of,1493714,1494523,3,1,first,,hypD,hypB,hypE,1493714,1496665,hypB;hypD;hypE
750,hypD,CDS,COG0409,1494535,1495650,+,[O] Hydrogenase maturation factor   ,1494535,1495650,3,2,internal,hypB,hypE,hypB,hypE,1493714,1496665,hypB;hypD;hypE
750,hypE,CDS,COG0309,1495652,1496665,+,[O] Hydrogenase maturation factor   ,1495652,1496665,3,3,last,hypD,,hypB,hypE,1493714,1496665,hypB;hypD;hypE
751,apxIIIC,CDS,COG2994,1503804,1504325,-,[O] ACP:hemolysin acyltransferase (hemolysin-activating protein)  ,1503804,1504325,4,1,first,,cds-WP_005620396.1,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
751,cds-WP_005620396.1,CDS,COG2931,1500642,1503800,-,[Q] RTX toxins and related Ca2+-binding proteins,1500642,1503800,4,2,internal,apxIIIC,cds-WP_005605166.1,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
751,cds-WP_005605166.1,CDS,COG2274,1498450,1500585,-,"[V] ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal",1498450,1500585,4,3,internal,cds-WP_005620396.1,cds-WP_039709261.1,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
751,cds-WP_039709261.1,CDS,COG1566,1497005,1498438,-,[V] Multidrug resistance efflux pump  ,1497005,1498438,4,4,last,cds-WP_005605166.1,,apxIIIC,cds-WP_039709261.1,1497005,1504325,apxIIIC;cds-WP_005620396.1;cds-WP_005605166.1;cds-WP_039709261.1
752,hypF,CDS,COG0068,1504767,1507070,-,[O] Hydrogenase maturation factor   ,1504767,1507070,1,1,single,,,hypF,hypF,1504767,1507070,hypF
753,hybO,CDS,COG1740,1507305,1508447,+,"[C] Ni,Fe-hydrogenase I small subunit  ",1507305,1508447,7,1,first,,hybA,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
753,hybA,CDS,COG0437,1508440,1509477,+,[C] Fe-S-cluster-containing hydrogenase components 1  ,1508440,1509477,7,2,internal,hybO,hybB,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
753,hybB,CDS,COG5557,1509470,1510651,+,[C] Polysulphide reductase    ,1509470,1510651,7,3,internal,hybA,hybC,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
753,hybC,CDS,COG0374,1510648,1512357,+,"[C] Ni,Fe-hydrogenase I large subunit  ",1510648,1512357,7,4,internal,hybB,cds-WP_005598434.1,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
753,cds-WP_005598434.1,CDS,COG0680,1512357,1512854,+,"[C] Ni,Fe-hydrogenase maturation factor   ",1512357,1512854,7,5,internal,hybC,hybE,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
753,hybE,CDS,ROG0539,1512847,1513350,+,NA,1512847,1513350,7,6,internal,cds-WP_005598434.1,hybG,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
753,hybG,CDS,COG0298,1513378,1513656,+,[O] Hydrogenase maturation factor   ,1513378,1513656,7,7,last,hybE,,hybO,hybG,1507305,1513656,hybO;hybA;hybB;hybC;cds-WP_005598434.1;hybE;hybG
754,hypA,CDS,COG0375,1513751,1514092,-,[R] Zn finger protein HypA/HybF (possibly regulating,1513751,1514092,1,1,single,,,hypA,hypA,1513751,1514092,hypA
755,rna-MIDG2331_RS06900,tRNA,NA,1514214,1514289,-,NA,1514214,1514289,1,1,single,,,rna-MIDG2331_RS06900,rna-MIDG2331_RS06900,1514214,1514289,rna-MIDG2331_RS06900
756,mobH,CDS,ROG0271,1515496,1517382,-,NA,1515496,1517382,2,1,first,,cds-WP_081043523.1,mobH,cds-WP_081043523.1,1514592,1517382,mobH;cds-WP_081043523.1
756,cds-WP_081043523.1,CDS,ROG8437,1514592,1515434,-,NA,1514592,1515434,2,2,last,mobH,,mobH,cds-WP_081043523.1,1514592,1517382,mobH;cds-WP_081043523.1
757,cds-WP_058230491.1,CDS,COG2236,1517620,1518324,+,[R] Predicted phosphoribosyltransferases    ,1517620,1518324,1,1,single,,,cds-WP_058230491.1,cds-WP_058230491.1,1517620,1518324,cds-WP_058230491.1
758,cds-WP_231944205.1,CDS,COG1510,1518640,1519320,-,[K] Predicted transcriptional regulators   ,1518640,1519320,1,1,single,,,cds-WP_231944205.1,cds-WP_231944205.1,1518640,1519320,cds-WP_231944205.1
759,cds-WP_058230493.1,CDS,NA,1519627,1519914,-,NA,1519627,1519914,1,1,single,,,cds-WP_058230493.1,cds-WP_058230493.1,1519627,1519914,cds-WP_058230493.1
760,cds-WP_005653495.1,CDS,NA,1520161,1520352,+,NA,1520161,1520352,2,1,first,,cds-WP_020910025.1,cds-WP_005653495.1,cds-WP_020910025.1,1520161,1520957,cds-WP_005653495.1;cds-WP_020910025.1
760,cds-WP_020910025.1,CDS,COG1961,1520367,1520957,+,"[L] Site-specific recombinases, DNA invertase Pin homologs",1520367,1520957,2,2,last,cds-WP_005653495.1,,cds-WP_005653495.1,cds-WP_020910025.1,1520161,1520957,cds-WP_005653495.1;cds-WP_020910025.1
761,cds-WP_020910026.1,CDS,NA,1521040,1521483,+,NA,1521040,1521483,1,1,single,,,cds-WP_020910026.1,cds-WP_020910026.1,1521040,1521483,cds-WP_020910026.1
762,cds-WP_020910027.1,CDS,COG1002,1521560,1522321,-,"[V] Type II restriction enzyme, methylase subunits",1521560,1522321,1,1,single,,,cds-WP_020910027.1,cds-WP_020910027.1,1521560,1522321,cds-WP_020910027.1
763,cds-WP_020910028.1,CDS,ROG3718,1522425,1523378,-,NA,1522425,1523378,1,1,single,,,cds-WP_020910028.1,cds-WP_020910028.1,1522425,1523378,cds-WP_020910028.1
764,cds-WP_005653503.1,CDS,NA,1523922,1524155,-,NA,1523922,1524155,3,1,first,,cds-WP_005687602.1,cds-WP_005653503.1,cds-WP_005667862.1,1523509,1524155,cds-WP_005653503.1;cds-WP_005687602.1;cds-WP_005667862.1
764,cds-WP_005687602.1,CDS,NA,1523671,1523919,-,NA,1523671,1523919,3,2,internal,cds-WP_005653503.1,cds-WP_005667862.1,cds-WP_005653503.1,cds-WP_005667862.1,1523509,1524155,cds-WP_005653503.1;cds-WP_005687602.1;cds-WP_005667862.1
764,cds-WP_005667862.1,CDS,ROG7407,1523509,1523667,-,NA,1523509,1523667,3,3,last,cds-WP_005687602.1,,cds-WP_005653503.1,cds-WP_005667862.1,1523509,1524155,cds-WP_005653503.1;cds-WP_005687602.1;cds-WP_005667862.1
765,cds-WP_044509376.1,CDS,ROG1035,1524240,1524596,-,NA,1524240,1524596,1,1,single,,,cds-WP_044509376.1,cds-WP_044509376.1,1524240,1524596,cds-WP_044509376.1
766,cds-WP_020910030.1,CDS,ROG1890,1524977,1525414,+,NA,1524977,1525414,4,1,first,,cds-WP_005687598.1,cds-WP_020910030.1,cds-WP_005667853.1,1524977,1528790,cds-WP_020910030.1;cds-WP_005687598.1;cds-WP_005687597.1;cds-WP_005667853.1
766,cds-WP_005687598.1,CDS,ROG1010,1525411,1526352,+,NA,1525411,1526352,4,2,internal,cds-WP_020910030.1,cds-WP_005687597.1,cds-WP_020910030.1,cds-WP_005667853.1,1524977,1528790,cds-WP_020910030.1;cds-WP_005687598.1;cds-WP_005687597.1;cds-WP_005667853.1
766,cds-WP_005687597.1,CDS,ROG1517,1526367,1528367,+,NA,1526367,1528367,4,3,internal,cds-WP_005687598.1,cds-WP_005667853.1,cds-WP_020910030.1,cds-WP_005667853.1,1524977,1528790,cds-WP_020910030.1;cds-WP_005687598.1;cds-WP_005687597.1;cds-WP_005667853.1
766,cds-WP_005667853.1,CDS,NA,1528383,1528790,+,NA,1528383,1528790,4,4,last,cds-WP_005687597.1,,cds-WP_020910030.1,cds-WP_005667853.1,1524977,1528790,cds-WP_020910030.1;cds-WP_005687598.1;cds-WP_005687597.1;cds-WP_005667853.1
767,cds-WP_047922037.1,CDS,NA,1528835,1529014,-,NA,1528835,1529014,1,1,single,,,cds-WP_047922037.1,cds-WP_047922037.1,1528835,1529014,cds-WP_047922037.1
768,cds-WP_047922052.1,CDS,NA,1529211,1529567,+,NA,1529211,1529567,1,1,single,,,cds-WP_047922052.1,cds-WP_047922052.1,1529211,1529567,cds-WP_047922052.1
769,cds-WP_053007201.1,CDS,ROG1640,1539147,1539467,-,NA,1539147,1539467,12,1,first,,cds-WP_005750915.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_005750915.1,CDS,ROG5121,1538898,1539143,-,NA,1538898,1539143,12,2,internal,cds-WP_053007201.1,cds-WP_005653541.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_005653541.1,CDS,ROG1634,1538477,1538878,-,NA,1538477,1538878,12,3,internal,cds-WP_005750915.1,cds-WP_011271844.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_011271844.1,CDS,ROG1650,1538086,1538457,-,NA,1538086,1538457,12,4,internal,cds-WP_005653541.1,cds-WP_047922049.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_047922049.1,CDS,ROG0991,1537430,1538074,-,NA,1537430,1538074,12,5,internal,cds-WP_011271844.1,cds-WP_047922050.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_047922050.1,CDS,ROG0907,1536561,1537430,-,NA,1536561,1537430,12,6,internal,cds-WP_047922049.1,cds-WP_005687589.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_005687589.1,CDS,ROG0811,1535150,1536550,-,NA,1535150,1536550,12,7,internal,cds-WP_047922050.1,cds-WP_005653518.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_005653518.1,CDS,ROG0899,1534733,1535140,-,NA,1534733,1535140,12,8,internal,cds-WP_005687589.1,cds-WP_058230494.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_058230494.1,CDS,ROG0797,1531847,1534717,-,NA,1531847,1534717,12,9,internal,cds-WP_005653518.1,cds-WP_005687593.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_005687593.1,CDS,ROG2672,1531432,1531875,-,NA,1531432,1531875,12,10,internal,cds-WP_058230494.1,cds-WP_005667837.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_005667837.1,CDS,NA,1531099,1531422,-,NA,1531099,1531422,12,11,internal,cds-WP_005687593.1,cds-WP_040975703.1,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
769,cds-WP_040975703.1,CDS,ROG0967,1529594,1531090,-,NA,1529594,1531090,12,12,last,cds-WP_005667837.1,,cds-WP_053007201.1,cds-WP_040975703.1,1529594,1539467,cds-WP_053007201.1;cds-WP_005750915.1;cds-WP_005653541.1;cds-WP_011271844.1;cds-WP_047922049.1;cds-WP_047922050.1;cds-WP_005687589.1;cds-WP_005653518.1;cds-WP_058230494.1;cds-WP_005687593.1;cds-WP_005667837.1;cds-WP_040975703.1
770,pilL2,CDS,ROG1251,1544882,1545511,-,NA,1544882,1545511,7,1,first,,cds-WP_012564936.1,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
770,cds-WP_012564936.1,CDS,ROG1189,1544138,1544878,-,NA,1544138,1544878,7,2,internal,pilL2,cds-WP_011271840.1,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
770,cds-WP_011271840.1,CDS,NA,1543401,1544159,-,NA,1543401,1544159,7,3,internal,cds-WP_012564936.1,cds-WP_011271841.1,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
770,cds-WP_011271841.1,CDS,ROG1100,1542879,1543385,-,NA,1542879,1543385,7,4,internal,cds-WP_011271840.1,traD,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
770,traD,CDS,ROG0174,1540633,1542882,-,NA,1540633,1542882,7,5,internal,cds-WP_011271841.1,cds-WP_005687581.1,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
770,cds-WP_005687581.1,CDS,NA,1540314,1540649,-,NA,1540314,1540649,7,6,internal,traD,cds-WP_012564939.1,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
770,cds-WP_012564939.1,CDS,ROG0935,1539628,1540314,-,NA,1539628,1540314,7,7,last,cds-WP_005687581.1,,pilL2,cds-WP_012564939.1,1539628,1545511,pilL2;cds-WP_012564936.1;cds-WP_011271840.1;cds-WP_011271841.1;traD;cds-WP_005687581.1;cds-WP_012564939.1
771,cds-WP_047922047.1,CDS,ROG1688,1545610,1546341,-,NA,1545610,1546341,1,1,single,,,cds-WP_047922047.1,cds-WP_047922047.1,1545610,1546341,cds-WP_047922047.1
772,cds-WP_047922046.1,CDS,ROG1637,1546432,1546635,-,NA,1546432,1546635,1,1,single,,,cds-WP_047922046.1,cds-WP_047922046.1,1546432,1546635,cds-WP_047922046.1
773,cds-WP_001339197.1,CDS,ROG0762,1546833,1548041,+,NA,1546833,1548041,1,1,single,,,cds-WP_001339197.1,cds-WP_001339197.1,1546833,1548041,cds-WP_001339197.1
774,cds-WP_000275180.1,CDS,COG2207,1548051,1548467,-,[K] AraC-type DNA-binding domain-containing proteins  ,1548051,1548467,1,1,single,,,cds-WP_000275180.1,cds-WP_000275180.1,1548051,1548467,cds-WP_000275180.1
775,tetC,CDS,COG1309,1548555,1549148,+,[K] Transcriptional regulator    ,1548555,1549148,1,1,single,,,tetC,tetC,1548555,1549148,tetC
776,tet(B),CDS,COG0477,1549261,1550466,-,[GEPR] Permeases of the major facilitator superfamily,1549261,1550466,1,1,single,,,tet(B),tet(B),1549261,1550466,tet(B)
777,tetR(B),CDS,ROG6516,1550548,1551170,+,NA,1550548,1551170,1,1,single,,,tetR(B),tetR(B),1550548,1551170,tetR(B)
778,cds-WP_001280391.1,CDS,COG0640,1551148,1551771,-,[K] Predicted transcriptional regulators   ,1551148,1551771,1,1,single,,,cds-WP_001280391.1,cds-WP_001280391.1,1551148,1551771,cds-WP_001280391.1
779,cds-WP_000562370.1,CDS,COG2329,1552221,1552541,-,[R] Uncharacterized enzyme involved in biosynthesis of,1552221,1552541,2,1,first,,cds-WP_000460651.1,cds-WP_000562370.1,cds-WP_000460651.1,1551842,1552541,cds-WP_000562370.1;cds-WP_000460651.1
779,cds-WP_000460651.1,CDS,COG4747,1551842,1552228,-,[R] ACT domain-containing protein   ,1551842,1552228,2,2,last,cds-WP_000562370.1,,cds-WP_000562370.1,cds-WP_000460651.1,1551842,1552541,cds-WP_000562370.1;cds-WP_000460651.1
780,gltS_2,CDS,COG0786,1552985,1554190,+,[E] Na+/glutamate symporter    ,1552985,1554190,1,1,single,,,gltS_2,gltS_2,1552985,1554190,gltS_2
781,cds-WP_001303004.1,CDS,COG0583,1554421,1554546,+,[K] Transcriptional regulator    ,1554421,1554546,1,1,single,,,cds-WP_001303004.1,cds-WP_001303004.1,1554421,1554546,cds-WP_001303004.1
782,cds-WP_230306568.1,CDS,NA,1555824,1556183,-,NA,1555824,1556183,2,1,first,,cds-WP_001352368.1,cds-WP_230306568.1,cds-WP_001352368.1,1554556,1556183,cds-WP_230306568.1;cds-WP_001352368.1
782,cds-WP_001352368.1,CDS,ROG0762,1554556,1555764,-,NA,1554556,1555764,2,2,last,cds-WP_230306568.1,,cds-WP_230306568.1,cds-WP_001352368.1,1554556,1556183,cds-WP_230306568.1;cds-WP_001352368.1
783,radC,CDS,COG2003,1556276,1556746,-,[L] DNA repair proteins   ,1556276,1556746,1,1,single,,,radC,radC,1556276,1556746,radC
784,cds-WP_047922032.1,CDS,NA,1556885,1557526,-,NA,1556885,1557526,1,1,single,,,cds-WP_047922032.1,cds-WP_047922032.1,1556885,1557526,cds-WP_047922032.1
785,cds-WP_011271832.1,CDS,ROG1138,1557641,1558069,-,NA,1557641,1558069,1,1,single,,,cds-WP_011271832.1,cds-WP_011271832.1,1557641,1558069,cds-WP_011271832.1
786,cds-WP_012564926.1,CDS,COG0550,1558954,1560999,-,[L] Topoisomerase IA    ,1558954,1560999,1,1,single,,,cds-WP_012564926.1,cds-WP_012564926.1,1558954,1560999,cds-WP_012564926.1
787,cds-WP_012564925.1,CDS,ROG7244,1561090,1561647,+,NA,1561090,1561647,1,1,single,,,cds-WP_012564925.1,cds-WP_012564925.1,1561090,1561647,cds-WP_012564925.1
788,cds-WP_050951544.1,CDS,COG0629,1562408,1562830,-,[L] Single-stranded DNA-binding protein   ,1562408,1562830,2,1,first,,cds-WP_047922027.1,cds-WP_050951544.1,cds-WP_047922027.1,1561863,1562830,cds-WP_050951544.1;cds-WP_047922027.1
788,cds-WP_047922027.1,CDS,NA,1561863,1562381,-,NA,1561863,1562381,2,2,last,cds-WP_050951544.1,,cds-WP_050951544.1,cds-WP_047922027.1,1561863,1562830,cds-WP_050951544.1;cds-WP_047922027.1
789,cds-WP_005667775.1,CDS,ROG1005,1563565,1564320,-,NA,1563565,1564320,2,1,first,,cds-WP_005653583.1,cds-WP_005667775.1,cds-WP_005653583.1,1563077,1564320,cds-WP_005667775.1;cds-WP_005653583.1
789,cds-WP_005653583.1,CDS,ROG1626,1563077,1563550,-,NA,1563077,1563550,2,2,last,cds-WP_005667775.1,,cds-WP_005667775.1,cds-WP_005653583.1,1563077,1564320,cds-WP_005667775.1;cds-WP_005653583.1
790,cds-WP_012564922.1,CDS,ROG1133,1564545,1565768,-,NA,1564545,1565768,1,1,single,,,cds-WP_012564922.1,cds-WP_012564922.1,1564545,1565768,cds-WP_012564922.1
791,cds-WP_005653598.1,CDS,COG0455,1569507,1570343,-,[D] ATPases involved in chromosome partitioning ,1569507,1570343,4,1,first,,dnaB,cds-WP_005653598.1,cds-WP_005653590.1,1565918,1570343,cds-WP_005653598.1;dnaB;cds-WP_058230495.1;cds-WP_005653590.1
791,dnaB,CDS,COG0305,1568150,1569505,-,[L] Replicative DNA helicase   ,1568150,1569505,4,2,internal,cds-WP_005653598.1,cds-WP_058230495.1,cds-WP_005653598.1,cds-WP_005653590.1,1565918,1570343,cds-WP_005653598.1;dnaB;cds-WP_058230495.1;cds-WP_005653590.1
791,cds-WP_058230495.1,CDS,ROG0962,1566469,1568157,-,NA,1566469,1568157,4,3,internal,dnaB,cds-WP_005653590.1,cds-WP_005653598.1,cds-WP_005653590.1,1565918,1570343,cds-WP_005653598.1;dnaB;cds-WP_058230495.1;cds-WP_005653590.1
791,cds-WP_005653590.1,CDS,ROG0760,1565918,1566469,-,NA,1565918,1566469,4,4,last,cds-WP_058230495.1,,cds-WP_005653598.1,cds-WP_005653590.1,1565918,1570343,cds-WP_005653598.1;dnaB;cds-WP_058230495.1;cds-WP_005653590.1
792,rna-MIDG2331_RS07260,tRNA,NA,1570847,1570922,-,NA,1570847,1570922,5,1,first,,rna-MIDG2331_RS07255,rna-MIDG2331_RS07260,rna-MIDG2331_RS07240,1570419,1570922,rna-MIDG2331_RS07260;rna-MIDG2331_RS07255;rna-MIDG2331_RS07250;rna-MIDG2331_RS07245;rna-MIDG2331_RS07240
792,rna-MIDG2331_RS07255,tRNA,NA,1570749,1570835,-,NA,1570749,1570835,5,2,internal,rna-MIDG2331_RS07260,rna-MIDG2331_RS07250,rna-MIDG2331_RS07260,rna-MIDG2331_RS07240,1570419,1570922,rna-MIDG2331_RS07260;rna-MIDG2331_RS07255;rna-MIDG2331_RS07250;rna-MIDG2331_RS07245;rna-MIDG2331_RS07240
