reference_locus,gene,annotation,strand,gene_start,gene_end,translation_start,condition,TSS_coord,score_numeric,tss_source,tss_feature,tss_attribute,upstream_distance
MIDG2331_RS10890,fabG,3-oxoacyl-ACP reductase FabG,-,2280849,2281574,2281574,WT_plate,2282280,17.314,vertis,TSS,LN908249_2282280_17.314_-_0.201696356532744,706
MIDG2331_RS10965,rimI,ribosomal protein S18-alanine N-acetyltransferase,+,2294238,2294675,2294238,WT_broth,2293801,48.725,vertis,TSS,LN908249_2293801_48.725_+_1.12587277112907,437
MIDG2331_RS10965,rimI,ribosomal protein S18-alanine N-acetyltransferase,+,2294238,2294675,2294238,WT_broth,2292439,243.073,vertis,TSS,LN908249_2292439_243.073_+_4.08196543174821,1799
MIDG2331_RS10965,rimI,ribosomal protein S18-alanine N-acetyltransferase,+,2294238,2294675,2294238,WT_plate,2293801,25.01,vertis,TSS,LN908249_2293801_25.010_+_1.30415574763999,437
MIDG2331_RS10965,rimI,ribosomal protein S18-alanine N-acetyltransferase,+,2294238,2294675,2294238,WT_plate,2292439,2932.54,vertis,TSS,LN908249_2292439_2932.540_+_3.44751890799933,1799
MIDG2331_RS11025,hisG,ATP phosphoribosyltransferase,+,2308637,2309536,2308637,WT_broth,2308407,560.895,vertis,TSS,LN908249_2308407_560.895_+_3.42478011360257,230
MIDG2331_RS11025,hisG,ATP phosphoribosyltransferase,+,2308637,2309536,2308637,WT_broth,2306973,820.579,vertis,TSS,LN908249_2306973_820.579_+_0.95861997969572,1664
MIDG2331_RS11025,hisG,ATP phosphoribosyltransferase,+,2308637,2309536,2308637,WT_plate,2308443,10.902,vertis,TSS,LN908249_2308443_10.902_+_0.0302216148133055,194
MIDG2331_RS11025,hisG,ATP phosphoribosyltransferase,+,2308637,2309536,2308637,WT_plate,2308407,612.415,vertis,TSS,LN908249_2308407_612.415_+_3.51280576265439,230
MIDG2331_RS11025,hisG,ATP phosphoribosyltransferase,+,2308637,2309536,2308637,WT_plate,2306973,319.995,vertis,TSS,LN908249_2306973_319.995_+_1.19954343588979,1664
MIDG2331_RS11030,hisD,histidinol dehydrogenase,+,2309652,2310938,2309652,WT_broth,2308407,560.895,vertis,TSS,LN908249_2308407_560.895_+_3.42478011360257,1245
MIDG2331_RS11030,hisD,histidinol dehydrogenase,+,2309652,2310938,2309652,WT_plate,2309357,14.108,vertis,TSS,LN908249_2309357_14.108_+_0.643236366980418,295
MIDG2331_RS11030,hisD,histidinol dehydrogenase,+,2309652,2310938,2309652,WT_plate,2309113,26.933,vertis,TSS,LN908249_2309113_26.933_+_0.29850994517229,539
MIDG2331_RS11030,hisD,histidinol dehydrogenase,+,2309652,2310938,2309652,WT_plate,2308443,10.902,vertis,TSS,LN908249_2308443_10.902_+_0.0302216148133055,1209
MIDG2331_RS11030,hisD,histidinol dehydrogenase,+,2309652,2310938,2309652,WT_plate,2308407,612.415,vertis,TSS,LN908249_2308407_612.415_+_3.51280576265439,1245
